HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
28470000,HYDROGEN PEROXIDE 30% 100 VOL. 500 ML,H10729,487,55872.67,27229.24,2155.46,2155.46,87412.83
28470000,HYDROGEN PEROXIDE 30% 100 VOL.,H10733,1,1500,0,135,135,1770
28470000,HYDROGEN PEROXIDE 3% SOLUTION 500 ML,H20379,1337,54151.95,10141.36,183.49,183.49,64660.29
28470000,HYDROGEN PEROXIDE 30% 5 L,H21851,110,34475,0,3102.75,3102.75,40680.5
28470000,HYDROGEN PEROXIDE 6% 5 L,H21951,38,12116.74,800.9,1581.06,1581.06,16079.76
28500030,SODIUM AZIDE 100.00 GM,S12517,46,11044.55,1583.6,521.88,521.88,13671.91
28500049,POTASSIUM PYROANTIMONATE L.R 100.00 GM,P10217,15,2375.45,268.13,113.66,113.66,2870.9
28539010,D.M.WATER 5 L,D15051,5475,798541,320072.4,29223.37,29223.37,1177060.14
28539010,D.M.WATER 25 L,D15099,15,9375,1687.5,0,0,11062.5
28539010,D.M.WATER (DOUBLE DISTILLED) 5 L,D17151,109,29505,0,2655.45,2655.45,34815.9
28539010,D.M.WATER 500 ML,D20079,369,14354.52,4038.64,367.49,367.49,19128.14
28539010,TRIPPLE DISTILLED WATER 5 L,T16051,8,1650,297,0,0,1947
28539010,WATER - HPLC 1 L,W94083,258,23543.88,0,2118.95,2118.95,27781.78
29011000,HEXANE 500 ML,H11029,118,17906.72,5816.69,391.74,391.74,24506.89
29011000,HEXANE 25 L,H11033,27,84000,0,7560,7560,99120
29011000,HEXANE 2.5 L,H11037,57,33096.22,4408.56,2060.48,2060.48,41625.74
29011000,HEXANE A.R. 500 ML,H70929,2,342.24,0,30.8,30.8,403.84
29011000,HEXANE A.R 25 L,H71033,4,13367.25,0,1203.05,1203.05,15773.35
29011000,n-HEXANE A.R. 99% 500 ML,H72029,33,18821.16,4557.78,1419.21,1419.21,26217.36
29011000,n-HEXANE A.R 2.5 L,H72037,1,1877.98,0,169.02,169.02,2216.02
29011000,HEPTANE 500 ML,H72079,12,4753.92,1158.76,138.16,138.16,6189
29011000,n-PENTANE 500 ML,P12029,5,1716,308.88,0,0,2024.88
29021100,CYCLO HEXANE 500 ML,C15129,53,9076.52,1248.1,966.6,966.6,12257.82
29022000,BENZENE L.R. 500 ML,B10929,488,71743.39,31482.59,2618.27,2618.27,108462.52
29022000,BENZENE L.R. 2.5 L,B10937,185,99261.85,32869.34,927.02,927.02,133985.23
29023000,TOLUENE (SULPHUR FREE) 500 ML,T10919,17,2529.6,0,227.67,227.67,2984.94
29023000,TOLUENE (SULPHUR FREE) 2.5 L,T10927,4,2607,469.26,0,0,3076.26
29023000,TOLUENE RECTIFIED L.R. 500 ML,T10929,90,12593.92,2175.11,700.25,700.25,16169.53
29023000,TOLUENE RECTIFIED L.R. 2.5 L,T10937,43,25277.2,3414.87,2136.1,2136.1,32964.27
29023000,TOLUENE RECTIFIED A.R 500 ML,T78929,3,533.82,0,48.03,48.03,629.88
29023000,TOLUENE RECTIFIED A.R 2.5 L,T78937,40,12000,0,1080,1080,14160
29023000,TOLUENE RECTIFIED A.R. 25 L,T78988,3,9800,0,882,882,11564
29024100,o-XYLENE 99% 500 ML,X10829,1,137.02,0,12.33,12.33,161.68
29024400,XYLENE RECTIFIED L.R. 2.5 L,X10137,295,152112.38,42865.22,8568.28,8568.28,212114.16
29024400,XYLENE RECTIFIED L.R. 500 ML,X10229,202,29387.24,6290.66,362.93,362.93,36403.76
29024400,XYLENE RECTIFIED 25 L,X10233,2,6750,0,607.5,607.5,7965
29024400,XYLENE (SULPHUR FREE) 500 ML,X10329,128,19175.52,3372.95,1218.65,1218.65,24985.77
29024400,XYLENE (SULPHUR FREE) 25 L,X10333,4,13200,0,1188,1188,15576
29024400,XYLENE (SULPHUR FREE) 2.5 L,X10337,398,194490.56,36319.07,6700.8,6700.8,244211.23
29024400,XYLENE RECTIFIED A.R 2.5 L,X74037,2,1125,0,101.25,101.25,1327.5
29029040,NAPHTHALENE POWDER 500.00 GM,N10329,115,22105.44,6410.88,1226.17,1226.17,30968.66
29029090,ANTHRACENE - 99% 100.00 GM,A10817,31,10064.94,1528.7,172.7,172.7,11939.04
29029090,BIPHENYL 100.00 GM,B10119,144,29349.6,3256.26,2034.26,2034.26,36674.38
29031200,METHYLENE DICHLORIDE L.R. 500 ML,M12229,16,3007.62,0,270.69,270.69,3549
29031200,METHYLENE DICHLORIDE 25 L,M12279,1,3000,0,270,270,3540
29031300,CHLOROFORM L.R 25 L,C10989,2,8750,1575,0,0,10325
29031300,CHLOROFORM L.R. 500 ML,C11829,839,131941.96,69748.28,3905.94,3905.94,209502.12
29031300,CHLOROFORM L.R. 2.5 L,C11837,89,56149.11,16950.35,3052.43,3052.43,79204.32
29031300,CHLOROFORM A.R. 2.5 L,C74237,2,1770.72,0,159.36,159.36,2089.44
29032200,TRICHLOROETHYLENE L.R. 500 ML,T11529,38,8846.4,1287.01,305.34,305.34,10744.09
29032200,TRICHLOROETHYLENE L.R. 2.5 L,T11537,80,81339.84,11187.55,12194.34,12194.34,116916.07
29032200,TRICHLOROETHYLENE 25 L,T15088,1,5750,0,517.5,517.5,6785
29033920,BROMOFORM L.R. 250 ML,B11229,17,24941.36,6456.05,615.8,615.8,32629.01
29033920,BROMO BENZENE 250 ML,B30575,28,6981.96,1256.76,0,0,8238.72
29033920,CETRIMIDE.L.R. 100.00 GM,C12139,5,1228.5,221.13,0,0,1449.63
29033920,MONOCHLOROBENZENE 500 ML,M11629,33,7035.84,2515.96,356.24,356.24,10264.28
29033930,IODOFORM 100.00 GM,I10217,15,18610.24,4608.27,138.83,138.83,23496.17
29039120,"1,2-DICHLOROBENZENE 99% 500 ML",D11525,5,1259.3,226.67,0,0,1485.97
29039130,"1,4-DICHLOROBENZENE 500.00 GM",D12529,59,8292.96,3126.24,295.97,295.97,12011.14
29039229,"1,3-DICHLORO BENZENE 98% 250 ML",D11625,5,2254,405.72,0,0,2659.72
29039940,BENZYL CHLORIDE L.R. 500 ML,B11929,9,1936.82,0,174.32,174.32,2285.46
29041090,p-TOLUENE SULPHONIC ACID L.R 500.00 GM,T15029,1,170.03,30.61,0,0,200.64
29042010,NITROBENZENE.L.R. 500 ML,N11579,78,12121.92,832.03,795.48,795.48,14544.91
29042020,m-DINITRO BENZENE 250.00 GM,D41317,62,18848.44,4284.72,60.38,60.38,23253.92
29042050,p-NITRO TOLUENE 500.00 GM,N16329,5,759.5,136.71,0,0,896.21
29051100,METHANOL.L.R. 500 ML,M12029,344,27675.28,5892.62,1752.56,1752.56,37073.02
29051100,METHANOL.L.R. 2.5 L,M12037,225,50530.2,23845.86,1013.33,1013.33,76402.72
29051100,METHANOL 25 L,M12099,11,16250,630,1530,1530,19940
29051100,METHANOL A.R 2.5 L,M72037,4,1423.52,0,128.12,128.12,1679.76
29051100,METHANOL A.R. 25 L,M72089,11,19250,0,1732.5,1732.5,22715
29051100,METHANOL HPLC 2.5 L,M94037,43,19886,0,1789.73,1789.73,23465.46
29051210,PROPAN-1-ol 500 ML,P13329,44,8992.96,2162.59,119.87,119.87,11395.29
29051220,ISO PROPYL ALCOHOL L.R 5 L,I11101,199,127851,44820,10291.59,10291.59,193254.18
29051220,ISO PROPYL ALCOHOL.L.R. 500 ML,I11129,1192,164277.17,57779.4,7722.75,7722.75,237502.07
29051220,ISO PROPYL ALCOHOL L.R. 2.5 L,I11137,905,483182.85,168250.87,20661.82,20661.82,692757.36
29051220,ISO PROPYL ALCOHOL L.R 200 L,I11291,6,144000,0,12960,12960,169920
29051220,ISO PROPYL ALCOHOL.L.R. 25 L,I15033,225,726950,169704,42630.75,42630.75,981915.5
29051220,ISO PROPYL ALCOHOL 30 L,I15089,20,69750,9072,5899.5,5899.5,90621
29051220,ISO PROPYL ALCOHOL 70% 500 ML,I16029,10,1159.4,0,104.35,104.35,1368.1
29051220,ISO PROPYL ALCOHOL 70% 2.5 L,I16037,4,1600.6,288.11,0,0,1888.71
29051220,ISO PROPYL ALCOHOL 70% 25 L,I16088,52,132600,0,11934,11934,156468
29051220,ISO PROPYL ALCOHOL A.R 25 L,I70888,76,184000,33120,0,0,217120
29051220,ISO PROPYL ALCOHOL (D.D) 25 L,I71033,20,55000,0,0,0,55000
29051220,ISO PROPYL ALCOHOL A.R. 2.5 L,I71537,53,23305.63,1106.74,4064.14,4064.14,32540.65
29051220,ISO PROPYL ALCOHOL (Odourless) 200 L,I94204,17,396000,71280,0,0,467280
29051220,ISO PROPYL ALCOHOL (EL Grade) 2.5 L,I94537,126,84665,14038.02,2828.52,2828.52,104360.06
29051300,n-BUTYL ALCOHOL(1-Butanol) 500 ML,B60679,131,24345.36,8146.13,1084.77,1084.77,34661.03
29051490,AMYL ALCOHOL ISO 2.5 L,A11837,80,64691.2,11644.42,0,0,76335.62
29051490,AMYL ALCOHOL (ISO) 500 ML,A11879,660,110287.85,18680.42,9293.02,9293.02,147554.31
29051490,tert-BUTYL ALCOHOL 500 ML,B11629,41,7869.12,989.45,806.21,806.21,10470.99
29051490,2-METHYL PROPAN-1-OL - 99% 500 ML,M14129,6,1181.7,212.71,0,0,1394.41
29051700,CETO STEARYL ALCOHOL 500.00 GM,C14729,5,769.3,138.47,0,0,907.77
29053100,ETHYLENE GLYCOL (ETHANE DI_OL) 500 ML,E11529,17,2741.04,914.46,18.08,18.08,3691.66
29053200,PROPYLENE GLYCOL 25 L,P13033,2,8750,0,787.5,787.5,10325
29053200,PROPYLENE GLYCOL L.R. 500 ML,P13279,78,17505.84,4899.96,389.49,389.49,23184.78
29054300,MANNITOL L.R 250.00 GM,M10125,65,12731.04,2034.54,740.57,740.57,16246.72
29054300,MANNITOL 5.00 KG,M10139,5,10750,1935,0,0,12685
29054300,MANNITOL IP/USP 250.00 GM,M83225,1,236.08,42.49,0,0,278.57
29054300,MANNITOL IP/USP 500.00 GM,M83229,20,9214.4,1658.59,0,0,10872.99
29054300,MANNITOL IP/USP 2.50 KG,M83237,40,40500,0,3645,3645,47790
29054300,MANNITOL IP/USP 25.00 KG,M83288,24,221400,0,19926,19926,261252
29054400,SORBITOL SOLUTION (70%) 500 ML,S23429,2,217.8,39.2,0,0,257
29054500,GLYCERINE L.R. 2.5 L,G10537,93,45992.28,9488.32,923.95,923.95,57328.5
29054500,GLYCERINE 25 L,G10571,2,5950,0,535.5,535.5,7021
29054500,GLYCERINE L.R. (GLYCEROL) 500 ML,G11029,637,91949.68,32009.84,2196.48,2196.48,128352.48
29054500,GLYCERINE A.R 500 ML,G72029,8,1422.2,153.5,67.71,67.71,1711.12
29054500,GLYCERINE IP/USP 500 ML,G84429,2,333.84,60.09,0,0,393.93
29061100,MENTHOL CRYSTALS 99% 100.00 GM,M30917,21,11064.64,1903.97,815.25,815.25,14599.11
29061310,CHOLESTEROL A.R. 5.00 GM,C32101,32,5724.8,1244.16,249.98,249.98,7468.92
29061310,CHOLESTEROL A.R. 100.00 GM,C32117,1,3515.4,0,316.39,316.39,4148.18
29061390,INOSITOL (FOR BIOCHEMISTRY)99% 25.00 GM,I30809,7,1443.96,133.36,126.56,126.56,1830.44
29062100,BENZYL ALCOHOL L.R. 500 ML,B11679,20,4759.04,1341.84,116.06,116.06,6333
29071110,CARBOL-N 100.00 GM,C91500,2960,121200,29952,756,756,152664
29071110,PHENOL L.R. 500.00 GM,P10429,1009,172936.61,93187.45,4572.26,4572.26,275268.58
29071110,PHENOL 2.50 KG,P10435,12,6750,0,607.5,607.5,7965
29071110,PHENOL A.R. 500.00 GM,P74029,50,10565.12,169.88,1731.86,1731.86,14198.72
29071290,BUTYLATED HYDROXY TOLUENE(BHT) 250.00 GM,B42017,5,973.4,0,87.61,87.61,1148.62
29071510,NAPHTHOL ALPHA 100.00 GM,N10117,107,15736.23,5287.46,750.51,750.51,22524.71
29071520,NAPHTHOL BETA 250.00 GM,N10225,141,17939.09,7781.1,495.45,495.45,26711.09
29071930,THYMOL CRYSTALS 100.00 GM,T14217,52,15532.74,4106.88,381.95,381.95,20403.52
29072100,RESORCINOL 250.00 GM,R10225,32,14778,3311.28,753.3,753.3,19595.88
29072100,RESORCINOL 100.00 GM,R11217,96,20795.06,4542.98,1007.04,1007.04,27352.12
29072200,HYDROQUINONE 250.00 GM,H10725,7,2089.36,376.09,0,0,2465.45
29072990,CATECHOL (PYRO CATECHOL) 250.00 GM,C12325,7,1978.99,342.3,56.8,56.8,2434.89
29072990,ORCINOL MONOHYDRATE 10.00 GM,O12005,13,8867.04,2015.72,213.27,213.27,11309.3
29072990,PYROGALLIC ACID (PYROGALLOL) 100.00 GM,P23417,4,3809.88,312.81,279.72,279.72,4682.13
29072990,PHLOROGLUCINOL.A.R. 99% 25.00 GM,P72809,7,4142.33,723.3,230.56,230.56,5326.75
29081900,p-CHLOROPHENOL 99% 500.00 GM,C20329,1,342.86,0,30.86,30.86,404.58
29089910,Para NITROPHENOL 250.00 GM,N12525,5,799.8,0,71.98,71.98,943.76
29089910,P-NITROPHENOL 500.00 GM,N32429,17,5008.2,616.9,199.21,199.21,6023.52
29089990,Ortho NITROPHENOL 250.00 GM,N22725,13,3178.22,611.04,24.16,24.16,3837.58
29089990,O-NITROPHENOL 500.00 GM,N22729,1,523.28,0,47.1,47.1,617.48
29091100,DIETHYL ETHER L.R. 500 ML,D11529,1406,210168.27,59533.75,15623.72,15623.72,300949.46
29091100,DIETHYL ETHER - 98% 2.5 L,D11537,54,41070.56,7101.87,872.46,872.46,49917.35
29091100,DIETHYL ETHER.A.R 500 ML,D71529,44,10122.84,176.9,1328.83,1328.83,12957.4
29093019,ANISOLE (METHOXY BENZENE) 500 ML,A17429,16,7526.4,1354.75,0,0,8881.15
29094100,DIETHYLENE GLYCOL (DIGOL) 500 ML,D10829,13,2397.5,431.55,0,0,2829.05
29094300,2-BUTOXY ETHANOL 500 ML,B42029,6,1075.68,121.3,108.48,108.48,1413.94
29094400,2-ETHOXY ETHANOL 500 ML,E12129,5,796.25,143.32,0,0,939.57
29094400,2-METHOXY ETHANOL 500 ML,M13129,1,233.12,0,20.98,20.98,275.08
29121100,FORMALDEHYDE L.R. 5 L,F11201,982,435029.1,147770.16,13592.47,13592.47,609984.2
29121100,FORMALDEHYDE L.R. 500 ML,F11229,1820,120195.53,52673.39,2560.9,2560.9,177990.72
29121100,FORMALDEHYDE.L.R. 30 L,F15089,37,50452.72,7668,1863.48,1863.48,61847.68
29121100,FORMALDEHYDE A.R 500 ML,F74229,6,926.28,0,83.37,83.37,1093.02
29121990,GLUTARLDEHYDE-25% 250 ML,G20125,2,316.2,0,28.46,28.46,373.12
29121990,GLUTARALDEHYDE 25% 500 ML,G20129,2,523.12,94.16,0,0,617.28
29121990,GLUTARLDEHYDE-25% 25 L,G20178,2,32400,5832,0,0,38232
29121990,GLUTARALDEHYDE 2% SOLUTION 25 L,G20188,5,7750,1395,0,0,9145
29122100,BENZALDEHYDE.L.R. 500 ML,B11479,116,26007.55,8080.74,1657.37,1657.37,37403.03
29122910,CINNAMALDEHYDE 250 ML,C12017,4,998.8,179.78,0,0,1178.58
29124100,VANILLIN 100.00 GM,V11271,40,12564.3,2261.58,0,0,14825.88
29124910,ANISALDEHYDE-99% 250 ML,A17475,2,1072.6,0,96.53,96.53,1265.66
29124999,SALICYLALDEHYDE 100 ML,S20371,7,4239.04,616.3,227.44,227.44,5310.22
29126000,FORMALIN TABLETS (50 Nos),F11220,90,3986.5,717.57,0,0,4704.07
29130090,4-CHLOROBENZALDEHYDE - 99% 100.00 GM,C31205,7,1152.48,207.45,0,0,1359.93
29141100,ACETONE COMMERCIAL 25 L,A10033,20,44000,0,3960,3960,51920
29141100,ACETONE 200 L,A10504,1,17000,3060,0,0,20060
29141100,ACETONE L.R. 500 ML,A10529,1944,294679.84,94959.29,9120.58,9120.58,407880.29
29141100,ACETONE L.R. 2.5 L,A10537,319,184935.44,55554.86,6858.66,6858.66,254207.62
29141100,ACETONE 5 L,A10551,20,10300,0,927,927,12154
29141100,ACETONE L.R 25 L,A11033,66,145830,4981.5,14737.95,14737.95,180287.4
29141100,ACETONE A.R. 500 ML,A74329,31,5049,1334.37,232.02,232.02,6847.41
29141100,ACETONE A.R. 2.5 L,A74337,10,6742.15,1319.76,445.84,445.84,8953.59
29141100,ACETONE A.R 25 L,A74389,19,52750,0,4747.5,4747.5,62245
29141200,ETHYL METHYL KETONE (MEK) 200 L,E11604,86,2150000,387000,0,0,2537000
29141200,ETHYL METHYL KETONE 500 ML,E11629,218,42562.5,9519.12,631.93,631.93,53345.48
29141200,ETHYL METHYL KETONE (MEK) 2.5 L,E11637,112,92044.92,8308.13,17856,17856,136065.05
29141200,ETHYL METHYL KETONE (MEK) 25 L,E12888,8,25800,0,2322,2322,30444
29141200,ETHYL METHYL KETONE A.R 500 ML,E74629,36,9523.8,1714.28,0,0,11238.08
29141990,ACETYL ACETONE 250 ML,A10425,5,3115.5,0,280.39,280.39,3676.28
29142200,CYCLO HEXANONE 500 ML,C10027,3,757.02,0,68.13,68.13,893.28
29142200,CYCLO HEXANONE A.R 2.5 L,C75037,30,13300,0,1197,1197,15694
29142922,CAMPHOR 100.00 GM,C17317,110,17205.9,1990.02,2055,2055,23305.92
29143910,ACETOPHENONE 500 ML,A11629,64,18784.9,6190.48,602.17,602.17,26179.72
29143930,BENZOPHENONE 250.00 GM,B12325,58,13284.32,3347.08,181.24,181.24,16993.88
29143930,BENZOPHENONE 500.00 GM,B12329,26,10635.2,3424.61,287.49,287.49,14634.79
29143990,ANTHRONE 25.00 GM,A10809,26,10170.6,1125.04,662.92,662.92,12621.48
29143990,BENZOIN 98% 100.00 GM,B12817,11,2208,352.8,44.64,44.64,2650.08
29143990,BENZIL-99% 250.00 GM,B13825,52,13183.25,3899.49,152,152,17386.74
29144000,NINHYDRIN A.R. 10.00 GM,N72005,47,15404.17,3994.57,870.06,870.06,21138.86
29151100,FORMIC ACID 500 ML,F11329,5762,585192.87,167245.27,760.51,760.51,753959.16
29151210,SODIUM FORMATE 99% 500.00 GM,S16929,3,545.1,0,49.06,49.06,643.22
29152100,ACETIC ACID GLACIAL L.R 500 ML,A10129,981,118355.53,50113.13,4874.61,4874.61,178217.88
29152100,ACETIC ACID GLACIAL LR 2.5 L,A10137,134,66117.14,19861.14,4044.78,4044.78,94067.84
29152100,ACETIC ACID GLACIAL 5 L,A10151,7,6540.69,0,588.66,588.66,7718.01
29152100,ACETIC ACID ALDEHYDE FREE 2.5 L,A10237,2,1110.72,199.93,0,0,1310.65
29152100,ACETIC ACID SOLUTION 3% 500 ML,A20379,444,26735.71,9140.58,508.63,508.63,36893.55
29152100,ACETIC ACID SOLUTION 5% 500 ML,A20389,10,566.5,101.97,0,0,668.47
29152100,ACETIC ACID GLACIAL A.R. 500 ML,A74229,3,500.34,0,45.03,45.03,590.4
29152100,ACETIC ACID GLACIAL A.R. 2.5 L,A74237,3,2047.52,0,184.28,184.28,2416.08
29152910,CALCIUM ACETATE DRIED L.R 500.00 GM,C10129,30,7728.67,0,695.6,695.6,9119.87
29152920,MAGNESIUM ACETATE TETRAHYDRATE 500.00 GM,M20129,4,1621.92,0,145.97,145.97,1913.86
29152930,MANGANESE ACETATE L.R 500.00 GM,M10729,12,2353.58,0,211.82,211.82,2777.22
29152990,AMMONIUM ACETATE L.R. 500.00 GM,A11829,144,22712.28,1228.87,1818.41,1818.41,27577.97
29152990,ALUMINIUM ACETATE 250.00 GM,A14017,45,8871.45,626.22,604.17,604.17,10706.01
29152990,AMMONIUM ACETATE A.R 500.00 GM,A75429,21,4267.08,768.08,0,0,5035.16
29152990,BARIUM ACETATE L.R 500.00 GM,B10129,31,9725.94,0,875.32,875.32,11476.58
29152990,CUPRIC ACETATE L.R. 250.00 GM,C11025,18,6657.38,1233.52,514.5,514.5,8919.9
29152990,COBALT ACETATE 100.00 GM,C12417,1,251.32,45.24,0,0,296.56
29152990,CADMIUM ACETATE 100.00 GM,C30317,5,892.8,0,80.35,80.35,1053.5
29152990,LEAD ACETATE L.R. 500.00 GM,L10129,432,85240.54,34868.69,3902.43,3902.43,127914.09
29152990,LEAD SUB ACETATE 500.00 GM,L30429,5,1125.8,202.64,0,0,1328.44
29152990,LEAD ACETATE A.R 500.00 GM,L72029,20,4655,837.9,0,0,5492.9
29152990,MERCURIC ACETATE 100.00 GM,M10917,11,16162.5,2909.25,0,0,19071.75
29152990,NICKEL ACETATE TETRAHYDRATE 50.00 GM,N10404,14,3531,172.56,501.52,501.52,4706.6
29152990,NICKEL ACETATE TETRAHYDRATE 5.00 KG,N10449,4,12060,2170.8,0,0,14230.8
29152990,POTASSIUM ACETATE 500.00 GM,P11529,1,226.92,0,20.42,20.42,267.76
29152990,SODIUM ACETATE TRIHYDRATE 500.00 GM,S11829,47,5285.51,1106.34,346.26,346.26,7084.37
29152990,SODIUM ACETATE ANHYDROUS 500.00 GM,S12129,41,6183.84,1228.5,281.46,281.46,7975.26
29152990,ZINC ACETATE L.R. 500.00 GM,Z10129,84,18986.44,0,1708.78,1708.78,22404
29153100,ETHYL ACETATE L.R. 500 ML,E11429,179,22319.38,6707.02,992.33,992.33,31011.06
29153100,ETHYL ACETATE.L.R. 25 L,E11433,8,19800,0,1782,1782,23364
29153100,ETHYL ACETATE L.R. 2.5 L,E11437,54,28839.92,5340.06,2257.38,2257.38,38694.74
29153100,ETHYL ACETATE A.R 500 ML,E71429,26,4981.08,0,448.3,448.3,5877.68
29153100,ETHYL ACETATE A.R 25 L,E71488,3,8400,0,756,756,9912
29153910,BENZYL ACETATE - 99% 500 ML,B13529,1,237.25,42.7,0,0,279.95
29153940,METHYL ACETATE 500 ML,M12429,25,8167.84,1799.42,316.93,316.93,10601.12
29153990,AMYL ACETATE Iso. 500 ML,A61659,4,1121.38,49.85,152,152,1475.23
29154010,CHLORO ACETIC ACID 500.00 GM,C32320,4,582.4,104.83,0,0,687.23
29155000,CALCIUM PROPIONATE 99% 500.00 GM,C13929,1,268.46,0,24.16,24.16,316.78
29155000,PROPIONIC ACID 500 ML,P21829,5,886.6,159.59,0,0,1046.19
29157020,STEARIC ACID 500.00 GM,S14929,25,3720.36,386.38,215.96,215.96,4538.66
29159010,ACETYL CHLORIDE L.R 500 ML,A17329,23,5816.96,1936.85,190.61,190.61,8135.03
29159090,TRIFLUOROACETIC ACID 99% 100 ML,T21571,1,1006.26,0,90.56,90.56,1187.38
29161100,ACRYLIC ACID-99% 500 ML,A18329,2,765.08,0,68.86,68.86,902.8
29161990,POTASSIUM SORBATE - 99% 500.00 GM,P13829,77,45859.27,7515.01,4721.7,4721.7,62817.68
29163110,BENZOIC ACID L.R. 500.00 GM,B11225,186,31884.93,9736.18,1780.37,1780.37,45181.85
29163110,BENZOIC ACID I.P. 500.00 GM,B81229,7,1523.34,0,137.1,137.1,1797.54
29163130,METHYL BENZOATE 250 ML,M12629,21,5852,2821.5,318.05,318.05,9309.6
29163130,METHYL BENZOATE L.R 500 ML,M13529,2,1073.84,0,96.65,96.65,1267.14
29163140,SODIUM BENZOATE 2.50 KG,S11739,48,38984.24,0,3508.56,3508.56,46001.36
29163140,SODIUM BENZOATE 500.00 GM,S16129,332,51050.66,19232.02,1256.33,1256.33,72795.34
29163140,SODIUM BENZOATE 25.00 KG,S16188,8,30000,0,2700,2700,35400
29163160,2-CHLOROBENZOIC ACID - 99% 500.00 GM,C32330,1,356.35,0,32.07,32.07,420.49
29163190,4-CHLOROBENZOIC ACID - 99% 500.00 GM,C20429,10,3320.8,597.74,0,0,3918.54
29163190,ETHYL BENZOATE 500 ML,E13129,14,6097.56,424.11,557.77,557.77,7637.21
29163200,BENZOYL CHLORIDE 500 ML,B13929,34,8323.32,660.53,558.46,558.46,10100.77
29163910,CINNAMIC ACID 250.00 GM,C15325,30,12559.26,4241.16,816.73,816.73,18433.88
29163990,1-NAPHTHYL ACETIC ACID 98.5% 25.00 GM,N10909,13,1102.6,198.47,0,0,1301.07
29163990,1-NAPHTHYL ACETIC ACID 98.5% 500.00 GM,N10939,15,17325,0,1559.25,1559.25,20443.5
29163990,P-NITROBENZOIC ACID 500.00 GM,N12579,5,1351.57,93.23,125.05,125.05,1694.9
29171110,OXALIC ACID L.R. 500.00 GM,O10229,375,50560.7,23769.89,1589.47,1589.47,77509.53
29171110,OXALIC ACID 25.00 KG,O10288,3,8250,0,742.5,742.5,9735
29171110,OXALIC ACID A.R. 500.00 GM,O70329,3,522.66,0,47.04,47.04,616.74
29171120,CALCIUM OXALATE 250.00 GM,C20825,29,5835.09,1565,98.49,98.49,7597.07
29171130,STRONTIUM OXALATE - 98% 250.00 GM,S16725,3,773.76,0,69.64,69.64,913.04
29171190,AMMONIUM OXALATE L.R. 500.00 GM,A13129,155,25709.11,10449.89,863.83,863.83,37886.66
29171190,COPPER OXALATE 250.00 GM,C10925,18,4149.2,746.86,0,0,4896.06
29171190,FERROUS OXALATE L.R 100.00 GM,F10617,5,1636.25,294.52,0,0,1930.77
29171190,LEAD OXALATE 250.00 GM,L13317,8,1599.67,343.52,58.09,58.09,2059.37
29171190,MAGNESIUM OXALATE 250.00 GM,M22425,3,703.08,0,63.28,63.28,829.64
29171190,POTASSIUM OXALATE L.R. 500.00 GM,P13229,40,9936,1573.92,602.64,602.64,12715.2
29171190,SODIUM OXALATE 500.00 GM,S16029,40,7387.2,1329.7,0,0,8716.9
29171190,ZINC OXALATE 250.00 GM,Z10325,6,1611.09,272.64,76.84,76.84,2037.41
29171200,ADIPIC ACID L.R. 250.00 GM,A10725,2,294.56,53.02,0,0,347.58
29171910,MALEIC ACID L.R 500.00 GM,M16029,9,1942.72,349.7,0,0,2292.42
29171930,SUCCINIC ACID L.R. 250.00 GM,S16025,4,596.2,107.32,0,0,703.52
29173500,PHTHALIC ANHYDRIDE 500.00 GM,P13749,14,2338.14,870.21,81.75,81.75,3371.85
29173910,DIBUTYL PHTHALATE 500 ML,D10229,10,2380.8,0,214.27,214.27,2809.34
29173930,PHTHALIC ACID 500.00 GM,P13739,70,19437.6,5778.86,365.6,365.6,25947.66
29173990,POTASSIUM HYDROGEN PHTHALATE 500.00 GM,P12829,5,1364,0,122.76,122.76,1609.52
29181110,LACTIC ACID L.R. 500 ML,L10429,85,26289,4411.17,802.13,802.13,32304.43
29181120,CALCIUM LACTATE - 98-101% 250.00 GM,C15525,6,942.49,135.39,34.26,34.26,1146.4
29181200,TARTARIC ACID L.R. 250.00 GM,T10125,19,5533.02,1462.97,29.07,29.07,7054.13
29181390,ANTIMONY POTASSIUM TARTARATE 250.00 GM,A13725,4,1548.8,0,139.4,139.4,1827.6
29181390,SODIUM POTASSIUM TARTARATE L.R 250.00 GM,S13725,100,25607.08,5228.92,680.36,680.36,32196.72
29181400,CITRIC ACID L.R. (BOTTLE) 5.00 KG,C11039,48,28169.66,0,2535.27,2535.27,33240.2
29181400,CITRIC ACID (CARTON) 5.00 KG,C11050,47,18487.5,0,1663.88,1663.88,21815.26
29181400,CITRIC ACID L.R. 500.00 GM,C12329,673,95654.64,37558.28,5176.79,5176.79,143566.5
29181400,CITRIC ACID.L.R. 25.00 KG,C12388,11,32200,2250,2043,2043,38536
29181400,CITRIC ACID IP/USP 25.00 KG,C84803,32,81810,2430,9536.4,9536.4,103312.8
29181400,CITRIC ACID IP/USP 500.00 GM,C84829,5,846.3,0,76.17,76.17,998.64
29181520,TRI-SODIUM CITRATE L.R. 500.00 GM,S12479,222,34575.93,17035.34,639.89,639.89,52891.05
29181520,TRI-SODIUM CITRATE L.R 25.00 KG,S12488,6,16500,2970,0,0,19470
29181520,TRI-SODIUM CITRATE IP/USP 50.00 KG,S83405,117,589505,0,53055.45,53055.45,695615.9
