HSN,NAME,P CODE,TOTAL QUANTITY,IGST,SGST,CGST,TOTAL AMOUNT
32041359,LEISHMAN'S STAIN POWDER 25.00 GM,L30609,5,182.16,0,0,1012
38220019,LEISHMAN'S STAIN SOLUTION (M) 250 ML,L30575,412,1255.68,1737.99,1737.99,39430.4
38220019,LEISHMAN'S STAIN SOLUTION (M) 500 ML,L30579,1902,21294.46,5597.31,5597.31,270742.33
38220019,LEISHMAN'S STAIN SOLUTION (S),L10537,0,0,0,0,0
38220019,LEISHMAN'S STAIN SOLUTION (S) 250 ML,L10475,704,6588.6,147.31,147.31,57358.95
38220019,LEISHMAN'S STAIN SOLUTION (S) 500 ML,L10529,176,839.59,1194.76,1194.76,26909.22
33012942,LEMON GRASS OIL,L20217,0,0,0,0,0
29224210,L-GLUTAMIC ACID 100.00 GM,G12417,1,0,10.27,10.27,114.08
29224210,L-GLUTAMIC ACID L.R,G12425,0,0,0,0,0
29224990,L-GLUTAMINE - 99% 25.00 GM,G30709,2,70.76,0,0,393.12
29332990,L-HISTIDINE 25.00 GM,H10609,0,0,0,0,0
32041216,LIGHT GREEN M.S.,L30409,0,0,0,0,0
32041956,LIGHT GREEN SF (YELLOWISH) 25.00 GM,L30509,2,313.93,0,0,1744.08
38220090,LIGHT GREEN STAIN SOLUTION 125 ML,L32117,5,47.52,0,0,264
25070021,LIGHT KAOLIN I.P. 500.00 GM,K81229,1,0,10.09,10.09,403.62
38220090,LIME WATER 500 ML,L20229,404,3934.8,11.39,11.39,26628.63
29224990,L-ISOLEUCINE -For Biochemistry,I10709,0,0,0,0,0
28369100,LITHIUM CARBONATE,L11729,0,0,0,0,0
28369100,LITHIUM CARBONATE,L11751,0,0,0,0,0
28369100,LITHIUM CARBONATE L.R 250.00 GM,L10725,6,139.39,157.13,157.13,2520.32
28273990,LITHIUM CHLORIDE ANHYDROUS 250.00 GM,L10525,1,0,32.75,32.75,363.94
28342990,LITHIUM NITRATE ANHYDROUS 98%,L10535,0,0,0,0,0
28342990,LITHIUM NITRATE ANHYDROUS 98% 100.00 GM,L10519,6,0,72.65,72.65,807.24
28332990,LITHIUM SULPHATE L.R.,L10717,0,0,0,0,0
38220090,LITMUS BLUE INDICATOR PAPER 100 LS,L40851,771,2710.65,1139.39,1139.39,32264.39
38220090,LITMUS BLUE INDICATOR PAPER 200 LS,L40856,382,3962.39,592.62,592.62,30591.09
38220090,LITMUS BLUE SOLUTION 125 ML,L41171,257,1698.81,241.8,241.8,13698.3
32030090,LITMUS INDICATOR POWDER 10.00 GM,L41005,10,174.64,0,0,970.2
38220090,LITMUS RED INDICATOR PAPER 100 LS,L40951,748,2558.19,1102.52,1102.52,31262.23
38220090,LITMUS RED INDICATOR PAPER 200 LS,L40956,332,3431.47,592.62,592.62,27118.09
38220090,LITMUS RED SOLUTION 125 ML,L41181,141,984.11,124.83,124.83,7613.08
16030010,LIVER EXTRACT,L11225,0,0,0,0,0
29224990,L-LEUCINE 99% 25.00 GM,L43109,8,245.55,0,0,1364.16
29224100,L-LYSINE MONOHYDROCHLORIDE-99%,L43117,0,0,0,0,0
29304000,L-METHIONINE 25.00 GM,M15309,3,136.62,0,0,759
29224990,L-PHENYL ALANINE - 99% 25.00 GM,P33109,2,41.89,19.98,19.98,454.66
29224990,L-PROLINE 25 GM ,P30809,4,0,129.6,129.6,1440
29224990,L-PROLINE 99% 5.00 GM,P30801,19,252.81,0,0,1404.48
29225090,L-SERINE,S30201,0,0,0,0,0
29225090,L-SERINE,S30209,0,0,0,0,0
70179010,L-shape Table (3000+2100),NF0004,0,0,0,0,0
70179010,L-shape Table(3250+2950),NF0003,0,0,0,0,0
29225090,L-THREONINE - 99%,T35109,0,0,0,0,0
29337900,L-TRYPTOPHAN 5.00 GM,T34109,15,666.25,0,0,3701.4
29225015,L-TYROSINE 25.00 GM,T16209,20,659.61,0,0,3664.5
38220019,LUGOL'S IODINE 125 ML,L31271,903,6341.27,148.45,148.45,55317.99
38220019,LUGOL'S IODINE 5% 125 ML,L31261,66,1561.19,32.74,32.74,13555.52
38220019,LUGOL'S IODINE 5% 500 ML,L31229,16,1872,0,0,15600
29224990,L-VALINE 99% 25.00 GM,V43209,0,0,0,0,0
38089400,LYSOL (Ready to use) 5 L,L30601,68,3234.17,0,0,17967.6
38089400,LYSOL (READY TO USE) 500 ML,L30629,0,0,0,0,0
38089400,LYSOL I.P. 5 L,L84251,1476,207489.67,0,0,1152722.4
38089400,LYSOL I.P. 500 ML,L84229,0,0,0,0,0
13023290,MACCONKEY AGAR,M12425,0,0,0,0,0
29152920,MAGNESIUM ACETATE TETRAHYDRATE 500.00 GM,M20129,4,0,145.97,145.97,1621.92
28402010,MAGNESIUM BORATE 250.00 GM,M20325,12,52.42,142.18,142.18,1870.96
28275910,MAGNESIUM BROMIDE - 97% 250.00 GM,M10925,2,90.92,0,0,505.12
28369920,MAGNESIUM CARBONATE HEAVY I.P,M80929,0,0,0,0,0
28369920,MAGNESIUM CARBONATE LIGHT,M13029,0,0,0,0,0
28369920,MAGNESIUM CARBONATE LIGHT 250.00 GM,M13025,218,3556.07,532.69,532.69,25674.3
28369920,MAGNESIUM CARBONATE LIGHT I.P. 500.00 GM,M81029,3,0,81.52,81.52,905.82
28273100,MAGNESIUM CHLORIDE,M10388,0,0,0,0,0
28273100,MAGNESIUM CHLORIDE A.R,M72035,0,0,0,0,0
28273100,MAGNESIUM CHLORIDE L.R. 500.00 GM,M10129,287,3442.75,716.48,716.48,27087.2
28273100,MAGNESIUM CHLORIDE.A.R. 500.00 GM,M71529,2,0,24.55,24.55,272.8
28273100,MAGNESIUM CHLORIDE.L.R.,M12035,0,0,0,0,0
28261910,MAGNESIUM FLUORIDE 250.00 GM,M10325,1,0,19.36,19.36,215.14
28161010,MAGNESIUM HYDROXIDE 98%,M11788,0,0,0,0,0
28161010,MAGNESIUM HYDROXIDE 98% 250.00 GM,M11725,5,72.63,10.83,10.83,523.8
81049090,MAGNESIUM METAL RIBBON 25.00 GM,M30709,543,1728.09,4003.26,4003.26,54081.22
81043010,MAGNESIUM METAL TURNINGS 99.5% 250.00 GM,M30625,13,403.07,73.95,73.95,3060.99
28342920,MAGNESIUM NITRATE,M10299,0,0,0,0,0
28342920,MAGNESIUM NITRATE 25.00 KG,M10289,100,0,18000,18000,200000
28342920,MAGNESIUM NITRATE L.R. 500.00 GM,M10229,54,133.06,416.68,416.68,5369.11
28342920,MAGNESIUM NITRATE.A.R.-99-102% 500.00 GM,M71429,0,0,0,0,0
29171190,MAGNESIUM OXALATE 250.00 GM,M22425,3,0,63.28,63.28,703.08
25199040,MAGNESIUM OXIDE LIGHT,M12233,0,0,0,0,0
25199040,MAGNESIUM OXIDE LIGHT,M12239,0,0,0,0,0
25199040,MAGNESIUM OXIDE LIGHT 250.00 GM,M12225,37,343.07,40.32,40.32,8474.21
25199040,MAGNESIUM OXIDE LIGHT A.R.,M72229,0,0,0,0,0
28352930,MAGNESIUM PHOSPHATE L.R. 250.00 GM,M10225,10,201.77,53.07,53.07,1710.53
28332100,MAGNESIUM SULPHATE 5.00 KG,M10339,54,2524.66,312.65,312.65,17499.8
28332100,MAGNESIUM SULPHATE A.R 500.00 GM,M71629,1,0,13.89,13.89,154.38
28332100,MAGNESIUM SULPHATE I.P. 500.00 GM,M80629,1,0,15.62,15.62,173.6
28332100,MAGNESIUM SULPHATE L.R. 500.00 GM,M10329,503,5382.74,1126.98,1126.98,42425.72
28332100,MAGNESIUM SULPHATE.L.R. 25.00 KG,M10688,1,270,0,0,1500
38220090,MAGNESON  REAGENT 500 ML,M21229,5,0,48.19,48.19,724.4
38220090,MAGNESON REAGENT 125 ML,M21271,240,1379.08,197.99,197.99,10739.8
32041361,MALACHITE GREEN 100.00 GM,M30467,21,506.22,46.71,46.71,3331.26
32041361,MALACHITE GREEN STAIN POWDER 25.00 GM,M30409,48,423.72,45.97,45.97,2864.82
38220019,MALARIAL PARASITE STAINING KIT,M25550,0,0,0,0,0
29171910,MALEIC ACID,M16039,0,0,0,0,0
29171910,MALEIC ACID,M16088,0,0,0,0,0
29171910,MALEIC ACID L.R 500.00 GM,M16029,4,166.24,0,0,923.52
29171400,MALEIC ANHYDRIDE L.R,M14029,0,0,0,0,0
29171920,MALONIC ACID A.R,M74317,0,0,0,0,0
19019010,MALT EXTRACT (BACTERIOLOGICAL),M10525,0,0,0,0,0
17029020,MALTOSE MONOHYDRATE,M11239,0,0,0,0,0
17029020,MALTOSE MONOHYDRATE 250.00 GM,M11225,14,265.36,284.76,284.76,4638.06
29152930,MANGANESE ACETATE L.R 500.00 GM,M10729,12,0,211.82,211.82,2353.58
28362090,MANGANESE CARBONATE 500.00 GM,M10929,11,0,225.88,225.88,2509.76
28201000,MANGANESE DIOXIDE 500.00 GM,M10429,15,69.5,92.07,92.07,1409.1
28201000,MANGANESE DIOXIDE A.R.,M70429,0,0,0,0,0
81110010,MANGANESE METAL POWDER,M10617,0,0,0,0,0
28273990,MANGANOUS CHLORIDE,M10539,0,0,0,0,0
28273990,MANGANOUS CHLORIDE AR. 99-101%,M70529,0,0,0,0,0
28273990,MANGANOUS CHLORIDE L.R. 500.00 GM,M10529,73,1611.72,709.71,709.71,16839.63
28332940,MANGANOUS SULPHATE,M10788,0,0,0,0,0
28332940,MANGANOUS SULPHATE L.R,M10639,0,0,0,0,0
28332940,MANGANOUS SULPHATE MONOHYD A.R 500.00 GM,M74629,4,99.22,59.14,59.14,1208.4
28332940,MANGANOUS SULPHATE MONOHYDRATE 500.00 GM,M10629,186,4057.25,748.16,748.16,30852.98
29054300,MANNITOL,M10137,0,0,0,0,0
29054300,MANNITOL,M10188,0,0,0,0,0
29054300,MANNITOL 100.00 GM,M10117,0,0,0,0,0
29054300,MANNITOL 5.00 KG,M10139,5,1935,0,0,10750
29054300,MANNITOL A.R.,M70117,0,0,0,0,0
29054300,MANNITOL IP/USP 2.50 KG,M83237,40,0,3645,3645,40500
29054300,MANNITOL IP/USP 25.00 KG,M83288,24,0,19926,19926,221400
29054300,MANNITOL IP/USP 250.00 GM,M83225,1,42.49,0,0,236.08
29054300,MANNITOL IP/USP 500.00 GM,M83229,20,1658.59,0,0,9214.4
29054300,MANNITOL L.R 250.00 GM,M10125,49,1114.04,328.1,328.1,9834.72
29054300,MANNITOL L.R.,M10119,0,0,0,0,0
25174100,MARBLE CHIPS 500.00 GM,M10829,21,0,32.55,32.55,1302
70179010,Markham semi-micro distn.unit,NG8106,0,0,0,0,0
38220090,MASTITIS KIT,M23650,0,0,0,0,0
38220090,MASTITIS REAGENT 125 ML,M23629,12,0,43.75,43.75,729.12
38220090,MAYER'S REAGENT A.R.,M73625,0,0,0,0,0
38220090,MAYER'S SOLUTION,M33625,0,0,0,0,0
38220090,MAYER'S SOLUTION 125 ML,M33671,61,629.06,7.25,7.25,4098.12
29214290,m-CHLORO ANILINE - 99% 500 ML,C32329,0,0,0,0,0
29341000,m-CRESOL PURPLE POWDER 5.00 GM,C33501,23,2150.02,0,0,11944.56
38220090,M-CRESOL PURPLE SOLUTION 125 ML,C43571,0,0,0,0,0
29042020,m-DINITRO BENZENE,D41388,0,0,0,0,0
29042020,m-DINITRO BENZENE 250.00 GM,D41317,62,3271.97,60.38,60.38,18848.44
70179010,MEASURING CYLINDER - 10ML,NG5752,0,0,0,0,0
70179010,MEASURING CYLINDER - 250ML,NG5756,0,0,0,0,0
70179010,MEASURING CYLINDER - 25ML,NG5753,0,0,0,0,0
70179010,MEASURING CYLINDER - 500ML,NG5757,0,0,0,0,0
70179010,MEASURING CYLINDER (A) - 1L,NG5728,2,0,195.31,195.31,2170.08
70179010,MEASURING CYLINDER (POLY)100ML,NP0621,0,0,0,0,0
70179010,MEASURING CYLINDER (PP) 50ML,NP0611,0,0,0,0,0
70179010,MEASURING CYLINDER 100 ML,NG5605,0,0,0,0,0
70179010,Measuring Cylinder 2000ml (B),NG5659,0,0,0,0,0
70179010,MEASURING CYLINDER 5 ML (A),NG5721,0,0,0,0,0
70179010,"Measuring cylinder cl.A.,100ml",NG5705,0,0,0,0,0
70179010,Measuring cylinder classB 5ml,NG5651,0,0,0,0,0
70179010,"Measuring cylinder,cl.A, 500ml",NG5707,0,0,0,0,0
70179010,"Measuring cylinder,Cl.A,1000ml",NG5708,0,0,0,0,0
70179010,"Measuring cylinder,cl.A,2000ml",NG5709,0,0,0,0,0
70179010,"Measuring cylinder,cl.A,250ml",NG5706,0,0,0,0,0
70179010,MEASURING CYLINDER-SPOUT -1 LT,NG5658,3,0,186.75,186.75,2075.04
70179010,MEASURING CYLINDER-SPOUT(100ML,NG5655,25,389.07,155.63,155.63,3890.7
70179010,MEASURING CYLINDER-SPOUT(10ML),NG5652,10,0,80.78,80.78,897.6
70179010,MEASURING CYLINDER-SPOUT(250ML,NG5656,3,0,83.93,83.93,932.58
70179010,MEASURING CYLINDER-SPOUT(25ML),NG5653,0,0,0,0,0
70179010,MEASURING CYLINDER-SPOUT(50ML),NG5654,24,496.58,0,0,2758.8
70179010,MEASURING CYLINDER-SPOUT-500ML,NG5657,12,0,486.13,486.13,5401.44
70179010,"Measuring cyliner,Cl.A, 50ml",NG5704,0,0,0,0,0
70179010,MEASURING CYLR -STOPPER (50ML),NG5454,0,0,0,0,0
70179010,MEASURING CYLR.-STOPPER-100ML,NG5455,0,0,0,0,0
70179010,MEASURING CYLR.-STOPPER-250ML,NG5456,0,0,0,0,0
70179010,MEASURING CYLR.-STOPPER-500ML,NG5457,0,0,0,0,0
16030010,MEAT EXTRACT POWDER 250.00 GM,M10625,1,0,35.27,35.27,587.76
29061100,MENTHOL CRYSTAL A.R.,M70917,0,0,0,0,0
29061100,MENTHOL CRYSTALS 99% 100.00 GM,M30917,21,1448.14,271.75,271.75,11064.64
29152990,MERCURIC ACETATE 100.00 GM,M10917,11,2909.25,0,0,16162.5
29152990,MERCURIC ACETATE A.R. 99%,M70904,0,0,0,0,0
28273990,MERCURIC CHLORIDE,M10704,0,0,0,0,0
28273990,MERCURIC CHLORIDE - 98% 250.00 GM,M10825,0,0,0,0,0
28273990,MERCURIC CHLORIDE A.R,M71525,0,0,0,0,0
28273990,MERCURIC CHLORIDE A.R,M71535,0,0,0,0,0
28273990,MERCURIC CHLORIDE L.R. 100.00 GM,M10717,25,1599.04,2256.66,2256.66,33957.31
38220090,MERCURIC CHLORIDE PAPER 200 LS,M40156,11,156,11.16,11.16,1424
38220019,MERCURIC CHLORIDE SOLUTION,M20851,0,0,0,0,0
38220019,MERCURIC CHLORIDE SOLUTION 5% 125 ML,M20871,23,232.51,19.31,19.31,2259.38
28276090,MERCURIC IODIDE RED 100.00 GM,M40817,5,349.13,312.2,312.2,5408.5
28342990,MERCURIC NITRATE L.R. 100.00 GM,M40717,8,1445.08,0,0,8028.25
28259090,MERCURIC OXIDE RED,M40804,0,0,0,0,0
28259090,MERCURIC OXIDE RED L.R 100.00 GM,M40917,26,4602.31,99.94,99.94,26678.74
28259090,MERCURIC OXIDE YELLOW L.R. 100.00 GM,M11087,0,0,0,0,0
28332990,MERCURIC SULPHATE 100.00 GM,M25625,31,3569.79,1191.3,1191.3,33068.89
28332990,MERCURIC SULPHATE.A.R.- 99.5%,M75604,0,0,0,0,0
29033920,MERCUROCHROME 25.00 GM,M41709,0,0,0,0,0
28273920,MERCUROUS CHLORIDE (CALOMEL) 100.00 GM,M12017,5,0,887.22,887.22,9858
28342990,MERCUROUS NITRATE 98% 25.00 GM,M12109,2,0,113.05,113.05,1256.12
28054000,MERCURY,M11104,0,0,0,0,0
28054000,MERCURY,M11122,0,0,0,0,0
28054000,MERCURY,M11125,0,0,0,0,0
28054000,MERCURY L.R. 100.00 GM,M11117,47,3756.36,745.27,745.27,29149.47
28054000,MERCURY.L.R. 500.00 GM,M11529,12,5085.07,527.41,527.41,34110.5
32041971,METANIL YELLOW POWDER 25.00 GM,M41209,14,0,97.65,97.65,1085
29051100,METHANOL,M12051,0,0,0,0,0
29051100,METHANOL 25 L,M12099,7,315,765,765,10250
29051100,METHANOL A.R 2.5 L,M72037,4,0,128.12,128.12,1423.52
29051100,METHANOL A.R.,M72083,0,0,0,0,0
29051100,METHANOL A.R. 25 L,M72089,11,0,1732.5,1732.5,19250
29051100,METHANOL DRIED A.R.,M70829,0,0,0,0,0
29051100,METHANOL GC GRADE 99.9%,M12025,0,0,0,0,0
29051100,METHANOL HPLC,M94025,0,0,0,0,0
29051100,METHANOL HPLC,M94083,0,0,0,0,0
29051100,METHANOL HPLC 2.5 L,M94037,43,0,1789.73,1789.73,19886
29051100,METHANOL L.R.,M12088,0,0,0,0,0
29051100,METHANOL UV GRADE,M83433,0,0,0,0,0
29051100,METHANOL UV GRADE,M83437,0,0,0,0,0
29051100,METHANOL.A.R. 500 ML,M72029,0,0,0,0,0
29051100,METHANOL.L.R. 2.5 L,M12037,125,3824.46,633.33,633.33,28284.2
29051100,METHANOL.L.R. 500 ML,M12029,144,565.34,876.28,876.28,12877.28
29153940,METHYL ACETATE 500 ML,M12429,25,899.71,285.24,285.24,8167.84
29163130,METHYL BENZOATE 250 ML,M12629,21,470.25,291.56,291.56,5852
29163130,METHYL BENZOATE L.R 500 ML,M13529,2,0,96.65,96.65,1073.84
39123922,METHYL CELLULOSE,M21717,0,0,0,0,0
29141300,METHYL ISOBUTYL KETONE L.R. 500 ML,M12329,0,0,0,0,0
29270090,METHYL ORANGE POWDER,M41305,0,0,0,0,0
29270090,METHYL ORANGE POWDER 25.00 GM,M41309,78,810.96,78.02,78.02,5372.26
29270090,METHYL ORANGE POWDER A.R.,M71305,0,0,0,0,0
29270090,METHYL ORANGE POWDER A.R.,M71317,0,0,0,0,0
38220090,METHYL ORANGE SOLUTION 125 ML,M41471,910,6216.14,507.21,507.21,43083.54
29182990,METHYL PARABEN - 99-101% 500.00 GM,M41239,0,0,0,0,0
29182990,METHYL PARABEN SODIUM SALT,M41249,0,0,0,0,0
38220090,METHYL PURPLE SOLUTION,M12417,0,0,0,0,0
29270090,METHYL RED POWDER,M41628,0,0,0,0,0
29270090,METHYL RED POWDER  A.R,M75605,0,0,0,0,0
29270090,METHYL RED POWDER 25.00 GM,M41609,14,192.45,8.76,8.76,1166.51
38220090,METHYL RED SOLUTION 125 ML,M41571,63,234.62,117.15,117.15,3370.84
29182310,METHYL SALICYLATE 25 L,M11088,0,0,0,0,0
29182310,METHYL SALICYLATE 500 ML,M11029,316,10623.85,424.07,424.07,63733.28
29343000,METHYL THYMOL BLUE COMPLEXONE,M41302,0,0,0,0,0
38220019,METHYL VIOLET 6.B AQ SOLUTION 125 ML,M32371,20,124.08,0,0,1034
32041341,METHYL VIOLET M.S. 25.00 GM,M41809,1,0,6.93,6.93,77
38220019,METHYLENE BLUE ALKALINE SOLN 125 ML,M31871,640,3341.38,830.29,830.29,41683.2
38220019,METHYLENE BLUE ALKALINE SOLN 50 ML,M31815,0,0,0,0,0
38220019,METHYLENE BLUE ALKALINE SOLUTI 500 ML,M31829,11,49.06,122.2,122.2,2445.5
38220019,METHYLENE BLUE AQ. 500 ML,M31929,0,0,0,0,0
38220019,METHYLENE BLUE AQUEOUS 125 ML,M31971,1827,10831.1,139.77,139.77,92589.78
38220019,METHYLENE BLUE GABBET,M32071,0,0,0,0,0
32041351,METHYLENE BLUE M.S 100.00 GM,M33709,4,399.86,0,0,2221.44
32041351,METHYLENE BLUE STAIN POWDER 25.00 GM,M31709,71,1774.44,328.67,328.67,13509.8
32041351,METHYLENE BLUE TABLETS(50 tab),M31719,1,0,89.28,89.28,992
29031200,METHYLENE DICHLORIDE 25 L,M12279,1,0,270,270,3000
29031200,METHYLENE DICHLORIDE A.R,M78229,0,0,0,0,0
29031200,METHYLENE DICHLORIDE A.R,M78237,0,0,0,0,0
29031200,METHYLENE DICHLORIDE A.R.,M78289,0,0,0,0,0
29031200,METHYLENE DICHLORIDE HPLC,M94183,0,0,0,0,0
29031200,METHYLENE DICHLORIDE L.R.,M12237,0,0,0,0,0
29031200,METHYLENE DICHLORIDE L.R. 500 ML,M12229,10,0,175.77,175.77,1953
31059090,MICRONUTRIENT MIXTURE No.I,M97115,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.I,M97119,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.I,M97129,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.I,M97151,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.II,M97215,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.II,M97219,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.II,M97229,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.II,M97251,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.III,M97315,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.III,M97319,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.III,M97329,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.III,M97351,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IV,M97415,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IV,M97419,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IV,M97429,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IV,M97451,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IX,M97915,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IX,M97919,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IX,M97929,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.IX,M97951,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.V,M97515,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.V,M97519,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.V,M97529,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.V,M97551,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VI,M97615,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VI,M97619,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VI,M97629,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VI,M97651,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VII,M97715,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VII,M97719,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VII,M97729,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VII,M97751,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VIII,M97815,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VIII,M97819,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VIII,M97829,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.VIII,M97851,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.X,M98015,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.X,M98019,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.X,M98029,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.X,M98051,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XI,M98115,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XI,M98119,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XI,M98129,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XI,M98151,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XII,M98215,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XII,M98219,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XII,M98229,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XII,M98251,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIII,M97015,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIII,M97019,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIII,M97029,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIII,M97051,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIV,M98315,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIV,M98319,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIV,M98329,0,0,0,0,0
31059090,MICRONUTRIENT MIXTURE No.XIV,M98351,0,0,0,0,0
70179010,Micropipette 5ml tip (1000nos),NE0260,0,0,0,0,0
38220090,MILK ADLTN. KIT (6x25 TESTS),M25585,0,0,0,0,0
38220090,MILK ADULT.TEST KIT (13x50te),M25750,211,21765.49,789.01,789.01,176773.8
38220090,MILK ADULT.TEST KIT (5x100te),M25680,0,0,0,0,0
38220090,MILK ADULT.TEST KIT (5x50 te),M25580,0,0,0,0,0
38220090,MILK ADULT.TEST KIT (REFILL),M25760,3,0,156.24,156.24,2604
38220090,MILK ADULTERATION KIT(6x100ts),M25595,0,0,0,0,0
38220019,MILLON'S REAGENT 125 ML,M22671,44,1342.69,495.03,495.03,19439.36
38220019,MILLON'S REAGENT 500 ML,M22629,32,6236.16,0,0,51968
29089990,m-NITRO PHENOL 5.00 GM,N33501,0,0,0,0,0
29214225,m-NITROANILINE 99% 250.00 GM,N13025,1,0,34.21,34.21,380.06
38220019,MODIFIED RETICULOCYTE C.FLUID 125 ML,R20471,254,4486.68,265.98,265.98,41822
28399090,MOLECULAR SIEVES,M12625,0,0,0,0,0
28399090,MOLECULAR SIEVES 4A (2.5-5mm),M12639,0,0,0,0,0
38220090,MOLISCH'S REAGENT 125 ML,M31771,217,1410.72,219.1,219.1,11976.78
28417090,MOLYBDENUM DISULPHIDE - 99% 50.00 GM,M31504,0,0,0,0,0
28257020,MOLYBDIC ACID A.R.,M72825,0,0,0,0,0
28257020,MOLYBDIC ACID A.R. 100.00 GM,M72817,0,0,0,0,0
28257020,MOLYBDIC ACID L.R. 100.00 GM,M12517,16,594.02,595.94,595.94,9921.72
70179010,Monier-William apparatus,NE8495,0,0,0,0,0
29033920,MONOCHLOROBENZENE 500 ML,M11629,33,628.99,318.74,318.74,7035.84
38220090,MORNER'S REAGENT 125 ML,M10517,33,427.68,5.02,5.02,2459.7
29333917,MORPHOLINE - 99%,M45177,0,0,0,0,0
29333917,MORPHOLINE - 99%,M45188,0,0,0,0,0
29333917,MORPHOLINE - 99% 250 ML,M45125,0,0,0,0,0
70179010,MORTAR & PESTLE -WOODEN HANDLE,NG0801,0,0,0,0,0
70179010,MULTI. ADAPTERS 2NP 19/26,NG1102,0,0,0,0,0
70179010,MULTI.ADAPTERS 1V/1A 19/26,NG1151,0,0,0,0,0
70179010,MULTI.ADAPTERS 2NP 19/26 24/29,NG1103,0,0,0,0,0
70179010,MULTI.ADAPTERS 2NP 19/26 34/35,NG1104,0,0,0,0,0
70179010,MULTI.ADAPTERS 2NP 24/29,NG1105,0,0,0,0,0
70179010,MULTI.ADAPTERS 2NP 29/32,NG1106,0,0,0,0,0
70179010,MULTI.ADPTS.1V/1A 19/26 24/29,NG1152,0,0,0,0,0
70179010,"Multiple adapter,3 necks,14/23",NG1201,0,0,0,0,0
70179010,MULTIPLE ADAPTERS 2NP 14/23,NG1101,0,0,0,0,0
38220090,MULTIROOTS,M91851,0,0,0,0,0
38220090,MULTIROOTS,M92029,0,0,0,0,0
38220090,MULTIROOTS,M92083,0,0,0,0,0
29242990,"N,N-DIMETHYL ACETAMIDE",D20137,0,0,0,0,0
29242990,"N,N-DIMETHYL ACETAMIDE 500 ML",D20129,1,0,22.1,22.1,245.52
29214290,"N,N-DIMETHYL ANILINE 500 ML",D13229,1,47.88,0,0,266
29241900,"N,N-DIMETHYL FORMAMIDE A.R.",D71117,0,0,0,0,0
